"ID","CHR","MAPINFO","custom_Name","custom_Group","methylated_allele","tissue_specificity","associated_gene","court","hanna","sanchez_delgado","zink","hamada","note"
"cg22190437","2",229045417,"SPHKAP","Body","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg24333629","2",229045958,"SPHKAP","Body","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg06092815","2",229046406,"SPHKAP","TSS200","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg19168659","2",229046447,"SPHKAP","TSS200","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg10959353","2",229046515,"SPHKAP","TSS200","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg12525474","2",229046029,"SPHKAP","Body","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg23163333","2",229046408,"SPHKAP","TSS200","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg19269666","2",229046590,"SPHKAP","TSS1500","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg00423153","2",229046785,"SPHKAP","TSS1500","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg01820539","2",229045122,"SPHKAP","Body","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg07578826","2",229046410,"SPHKAP","TSS200","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg12001304","2",229045020,"SPHKAP","Body","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg09848434","2",229047007,"SPHKAP","TSS1500","M","placental-specific","SPHKAP",NA,TRUE,TRUE,NA,TRUE,""
"cg17024919","3",21792248,"ZNF385D","Body","M","placental-specific","ZNF385D",NA,NA,TRUE,NA,TRUE,""
"cg18267381","3",21792434,"ZNF385D","1stExon","M","placental-specific","ZNF385D",NA,NA,TRUE,NA,TRUE,""
"cg02920129","3",21792195,"ZNF385D","Body","M","placental-specific","ZNF385D",NA,NA,TRUE,NA,TRUE,""
"cg20498746","3",30936247,"GADL1","TSS200","M","placental-specific","GADL1",NA,TRUE,NA,NA,NA,""
"cg16856874","3",30936318,"GADL1","TSS200","M","placental-specific","GADL1",NA,TRUE,NA,NA,NA,""
"cg03629794","3",30936255,"GADL1","TSS200","M","placental-specific","GADL1",NA,TRUE,NA,NA,NA,""
"cg04556868","3",30936316,"GADL1","TSS200","M","placental-specific","GADL1",NA,TRUE,NA,NA,NA,""
"cg18005693","3",30936070,"GADL1","1stExon","M","placental-specific","GADL1",NA,TRUE,NA,NA,NA,""
"cg26545143","3",30936239,"GADL1","TSS200","M","placental-specific","GADL1",NA,TRUE,NA,NA,NA,""
"cg24350628","3",30936426,"GADL1","TSS1500","M","placental-specific","GADL1",NA,TRUE,NA,NA,NA,""
"cg02741548","3",30936531,"GADL1","TSS1500","M","placental-specific","GADL1",NA,TRUE,NA,NA,NA,""
"cg26350347","3",30936397,"GADL1","TSS1500","M","placental-specific","GADL1",NA,TRUE,NA,NA,NA,""
"cg19498237","3",49314655,"USP4","3'UTR","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg11098493","3",49314595,"USP4","3'UTR","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg06241292","3",49314636,"USP4","3'UTR","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg18605031","3",49314155,"C3orf62","1stExon","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg14798641","3",49314920,"USP4","3'UTR","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg07207099","3",49314736,"USP4","3'UTR","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg08846852","3",49314814,"USP4","3'UTR","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg07758574","3",49314370,"C3orf62","1stExon","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg10259735","3",49314633,"USP4","3'UTR","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg20835282","3",49314454,"C3orf62","1stExon","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg16523704","3",49314670,"USP4","3'UTR","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg20603260","3",49314539,"C3orf62","TSS200","M","placental-specific","C3orf62",NA,TRUE,NA,NA,TRUE,""
"cg00664406","3",51740875,"GRM2","TSS1500","M","other","GRM2",NA,TRUE,NA,NA,NA,""
"cg12934382","3",51741135,"GRM2","1stExon","M","other","GRM2",NA,TRUE,NA,NA,NA,""
"cg26079664","3",51740956,"GRM2","TSS200","M","other","GRM2",NA,TRUE,NA,NA,NA,""
"cg21213853","3",51741473,"GRM2","5'UTR","M","other","GRM2",NA,TRUE,NA,NA,NA,""
"cg00303541","3",51741280,"GRM2","5'UTR","M","other","GRM2",NA,TRUE,NA,NA,NA,""
"cg04453050","3",51740896,"GRM2","TSS200","M","other","GRM2",NA,TRUE,NA,NA,NA,""
"cg25693132","3",51740741,"GRM2","TSS1500","M","other","GRM2",NA,TRUE,NA,NA,NA,""
"cg21899500","3",51740850,"GRM2","TSS1500","M","other","GRM2",NA,TRUE,NA,NA,NA,""
"cg10691592","3",128337033,"","","M","placental-specific","RPN1",NA,TRUE,NA,NA,TRUE,""
"cg18108362","3",128336744,"","","M","placental-specific","RPN1",NA,TRUE,NA,NA,TRUE,""
"cg15595044","3",128336857,"","","M","placental-specific","RPN1",NA,TRUE,NA,NA,TRUE,""
"cg09546921","3",128336483,"","","M","placental-specific","RPN1",NA,TRUE,NA,NA,TRUE,""
"cg18191418","3",128336579,"","","M","placental-specific","RPN1",NA,TRUE,NA,NA,TRUE,""
"cg08795948","3",128337044,"","","M","placental-specific","RPN1",NA,TRUE,NA,NA,TRUE,""
"cg02020882","3",128336728,"","","M","placental-specific","RPN1",NA,TRUE,NA,NA,TRUE,""
"cg01560556","3",128337004,"","","M","placental-specific","RPN1",NA,TRUE,NA,NA,TRUE,""
"cg18531004","3",128564980,"","","M","other","RAB7A",NA,TRUE,NA,NA,NA,""
"cg14212504","3",128564815,"","","M","other","RAB7A",NA,TRUE,NA,NA,NA,""
"cg07398614","3",128564918,"","","M","other","RAB7A",NA,TRUE,NA,NA,NA,""
"cg12905261","3",128564782,"","","M","other","RAB7A",NA,TRUE,NA,NA,NA,""
"cg19129842","3",128565090,"","","M","other","RAB7A",NA,TRUE,NA,NA,NA,""
"cg00161968","3",182817338,"MCCC1","1stExon","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg07464924","3",182817250,"MCCC1","1stExon","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg05496383","3",182817381,"MCCC1","TSS200","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg03318940","3",182817448,"MCCC1","TSS200","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg08395365","3",182817479,"MCCC1","TSS200","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg04991337","3",182817223,"MCCC1","1stExon","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg22211233","3",182817584,"MCCC1","TSS1500","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg22801868","3",182817454,"MCCC1","TSS1500","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg12518648","3",182816225,"MCCC1","Body","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg00890010","3",182817389,"MCCC1","TSS200","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg03344955","3",182817626,"MCCC1","TSS1500","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg23166970","3",182817578,"MCCC1","TSS1500","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg02616966","3",182817190,"MCCC1","1stExon","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg07634101","3",182816873,"MCCC1","Body","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg25441771","3",182816738,"MCCC1","Body","M","placental-specific","MCCC1",TRUE,TRUE,NA,NA,NA,""
"cg17393267","3",192127356,"FGF12","TSS1500","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg04003850","3",192126165,"FGF12","5'UTR","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg16209795","3",192126825,"FGF12","5'UTR","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg15048660","3",192126935,"FGF12","TSS200","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg01257828","3",192126996,"FGF12","TSS200","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg08002883","3",192127457,"FGF12","TSS1500","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg18780257","3",192126023,"FGF12","5'UTR","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg23207710","3",192126960,"FGF12","TSS200","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg16376000","3",192127330,"FGF12","TSS1500","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg00386551","3",192126244,"FGF12","5'UTR","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg24346204","3",192124844,"FGF12","Body","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg16366473","3",192126849,"FGF12","TSS200","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg10511904","3",192127327,"FGF12","TSS1500","M","placental-specific","FGF12",NA,TRUE,TRUE,NA,TRUE,""
"cg00770773","3",192571646,"MB21D2","Body","M","other","",NA,NA,NA,TRUE,NA,""
"cg24058120","3",196756631,"MFI2","5'UTR","M","other","MFI2",NA,TRUE,NA,NA,NA,""
"cg15895819","3",196756706,"MFI2","TSS200","M","other","MFI2",NA,TRUE,NA,NA,NA,""
"cg05134500","3",196756621,"MFI2","5'UTR","M","other","MFI2",NA,TRUE,NA,NA,NA,""
"cg20860638","3",196756715,"MFI2","TSS200","M","other","MFI2",NA,TRUE,NA,NA,NA,""
"cg02757456","4",4577434,"RP11-323F5.2","5'UTR","M","placental-specific","STX18-AS1",NA,NA,TRUE,NA,NA,""
"cg07914772","4",4577273,"RP11-323F5.2","5'UTR","M","placental-specific","STX18-AS1",NA,NA,TRUE,NA,NA,""
"cg00050654","4",4576493,"RP11-323F5.2","5'UTR","M","placental-specific","STX18-AS1",NA,NA,TRUE,NA,NA,""
"cg25664381","4",4577473,"RP11-323F5.2","5'UTR","M","placental-specific","STX18-AS1",NA,NA,TRUE,NA,NA,""
"cg15139668","4",4577005,"RP11-323F5.2","5'UTR","M","placental-specific","STX18-AS1",NA,NA,TRUE,NA,NA,""
"cg18994250","4",6107021,"JAKMIP1","Body","M","other","JAKMIP1",NA,TRUE,NA,NA,NA,""
"cg22667835","4",6107791,"JAKMIP1","Body","M","other","JAKMIP1",NA,TRUE,NA,NA,NA,""
"cg23166781","4",6107280,"JAKMIP1","Body","M","other","JAKMIP1",NA,TRUE,NA,NA,NA,""
"cg22098660","4",6107339,"JAKMIP1","Body","M","other","JAKMIP1",NA,TRUE,NA,NA,NA,""
"cg01929855","4",6107649,"JAKMIP1","Body","M","other","JAKMIP1",NA,TRUE,NA,NA,NA,""
"cg06231140","4",6107320,"JAKMIP1","Body","M","other","JAKMIP1",NA,TRUE,NA,NA,NA,""
"cg16724588","4",6107131,"JAKMIP1","Body","M","other","JAKMIP1",NA,TRUE,NA,NA,NA,""
"cg21003654","4",6107633,"JAKMIP1","Body","M","other","JAKMIP1",NA,TRUE,NA,NA,NA,""
"cg21911019","4",8581650,"GPR78","TSS1500","M","other","",NA,NA,NA,TRUE,NA,""
"cg02546848","4",8581424,"GPR78","TSS1500","M","other","",NA,NA,NA,TRUE,NA,""
"cg15407057","4",8581734,"GPR78","TSS1500","M","other","",NA,NA,NA,TRUE,NA,""
"cg23954636","4",89618982,"NAP1L5","1stExon","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg18772071","4",89618324,"NAP1L5","1stExon","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg13610072","4",89619085,"NAP1L5","TSS200","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg01174175","4",89619014,"NAP1L5","1stExon","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg07539802","4",89619236,"HERC3","Body","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg27150681","4",89618861,"NAP1L5","1stExon","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg05065100","4",89618533,"NAP1L5","1stExon","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg19151808","4",89619051,"NAP1L5","TSS200","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg11300971","4",89619038,"NAP1L5","TSS200","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg06617468","4",89619023,"NAP1L5","TSS200","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg01026744","4",89619053,"NAP1L5","TSS200","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg18607468","4",89619030,"NAP1L5","TSS200","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg08147330","4",89617925,"NAP1L5","1stExon","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg12759554","4",89618637,"NAP1L5","1stExon","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg01578057","4",89618667,"NAP1L5","1stExon","M","other","NAP1L5",TRUE,TRUE,NA,NA,NA,""
"cg02468050","4",93226380,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg21852439","4",93226625,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg18629427","4",93226926,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg07733446","4",93226540,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg07961994","4",93227195,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg17198929","4",93226889,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg21187769","4",93226495,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg00833989","4",93226245,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg02468050","4",93226380,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg21852439","4",93226625,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg18629427","4",93226926,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg07733446","4",93226540,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg07961994","4",93227195,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg17198929","4",93226889,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg21187769","4",93226495,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg00833989","4",93226245,"GRID2","Body","M","placental-specific","GRID2",NA,TRUE,NA,NA,TRUE,""
"cg27140058","4",102712216,"BANK1","Body","M","placental-specific","BANK1",NA,TRUE,NA,NA,NA,""
"cg05935311","4",102711702,"BANK1","TSS200","M","placental-specific","BANK1",NA,TRUE,NA,NA,NA,""
"cg00332153","4",102712010,"BANK1","5'UTR","M","placental-specific","BANK1",NA,TRUE,NA,NA,NA,""
"cg27064287","4",102712082,"BANK1","1stExon","M","placental-specific","BANK1",NA,TRUE,NA,NA,NA,""
"cg25023994","4",102711773,"BANK1","5'UTR","M","placental-specific","BANK1",NA,TRUE,NA,NA,NA,""
"cg14855874","4",102712397,"BANK1","Body","M","placental-specific","BANK1",NA,TRUE,NA,NA,NA,""
"cg20762861","4",102711747,"BANK1","TSS200","M","placental-specific","BANK1",NA,TRUE,NA,NA,NA,""
"cg21630608","4",154711304,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg16852685","4",154712145,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg06549216","4",154710224,"SFRP2","5'UTR","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg14435644","4",154711070,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg01821854","4",154711347,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg00517787","4",154713235,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg09788843","4",154711081,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg06202276","4",154713333,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg04965141","4",154710750,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg13732865","4",154711512,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg00096536","4",154711906,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg24241928","4",154711099,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05164933","4",154710418,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg23207990","4",154710535,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg24968721","4",154711620,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05874561","4",154709828,"SFRP2","1stExon","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05961809","4",154710523,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg13357229","4",154711171,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05774801","4",154709756,"SFRP2","1stExon","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg25645268","4",154710598,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg11354906","4",154710371,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg23121156","4",154710421,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05241277","4",154711519,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg10790791","4",154711597,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg14330641","4",154710399,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg03202804","4",154710353,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg10942078","4",154710429,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg06610376","4",154712902,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg14063488","4",154709878,"SFRP2","1stExon","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg14028622","4",154713293,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg07694025","4",154709441,"SFRP2","Body","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg25185173","4",154712580,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg18674643","4",154713748,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg10663078","4",154711629,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg17898329","4",154713496,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg20727217","4",154711280,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg15493618","4",154714069,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg18255353","4",154712422,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg23292160","4",154710425,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg07999845","4",154710961,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg16813697","4",154709378,"SFRP2","Body","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg01298731","4",154711457,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg00082664","4",154710796,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg04959480","4",154711675,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg22366088","4",154713789,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg00705808","4",154711183,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg04357584","4",154711641,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg23910835","4",154710900,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg27324117","4",154714287,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg25775322","4",154710373,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg01450725","4",154714852,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg21630608","4",154711304,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg16852685","4",154712145,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg06549216","4",154710224,"SFRP2","5'UTR","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg14435644","4",154711070,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg01821854","4",154711347,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg00517787","4",154713235,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg09788843","4",154711081,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg06202276","4",154713333,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg04965141","4",154710750,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg13732865","4",154711512,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg00096536","4",154711906,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg24241928","4",154711099,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05164933","4",154710418,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg23207990","4",154710535,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg24968721","4",154711620,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05874561","4",154709828,"SFRP2","1stExon","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05961809","4",154710523,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg13357229","4",154711171,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05774801","4",154709756,"SFRP2","1stExon","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg25645268","4",154710598,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg11354906","4",154710371,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg23121156","4",154710421,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg05241277","4",154711519,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg10790791","4",154711597,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg14330641","4",154710399,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg03202804","4",154710353,"SFRP2","TSS200","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg10942078","4",154710429,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg06610376","4",154712902,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg14063488","4",154709878,"SFRP2","1stExon","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg14028622","4",154713293,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg07694025","4",154709441,"SFRP2","Body","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg25185173","4",154712580,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg18674643","4",154713748,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg10663078","4",154711629,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg17898329","4",154713496,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg20727217","4",154711280,"SFRP2","TSS1500","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg15493618","4",154714069,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
"cg18255353","4",154712422,"","","M","placental-specific","SFRP2",NA,NA,TRUE,NA,TRUE,""
